Invoice_ID,Customer_ID,Invoice_Date,Due_Date,Payment_Date,Amount_Billed,Discount,Amount_Received,Payment_Method,Salesperson_ID,Region,Is_Duplicate,Is_Leaked,Leakage_Type
INV00639,CUST0052,2023-01-24,2023-02-08,2023-03-05,29427,0.0,29427.0,Bank Transfer,SP006,East,0,0,
INV00640,CUST0021,2023-04-04,2023-05-04,2023-05-04,10832,0.0,8721.630000000001,Cash,SP013,West,0,1,Underpayment
INV00641,CUST0126,2023-10-25,2023-12-09,2023-12-09,22508,0.0,22508.0,UPI,SP018,West,0,0,
INV00642,CUST0048,2023-12-21,2024-01-20,2024-01-17,6519,0.0,6519.0,Cash,SP006,West,0,0,
INV00643,CUST0012,2023-12-27,2024-01-26,2024-01-22,14083,2112.45,11970.55,Card,SP009,South,0,0,
INV00644,CUST0069,2023-04-10,2023-05-25,2023-05-23,31654,0.0,31654.0,Bank Transfer,SP004,North,0,0,
INV00645,CUST0172,2023-11-06,2023-12-06,2023-12-19,39773,0.0,39773.0,Card,SP019,South,0,0,
INV00646,CUST0142,2023-08-25,2023-09-09,2023-09-27,25360,0.0,25360.0,Card,SP018,West,0,0,
INV00647,CUST0147,2023-01-03,2023-01-18,2023-01-18,24604,0.0,24604.0,Cash,SP003,West,0,0,
INV00648,CUST0183,2023-12-22,2024-01-06,2024-01-23,49283,0.0,49283.0,Bank Transfer,SP004,West,0,0,
INV00649,CUST0045,2023-04-28,2023-05-13,2023-05-09,15293,0.0,15293.0,Bank Transfer,SP005,North,0,0,
INV00650,CUST0109,2023-03-15,2023-03-30,2023-03-30,33172,0.0,33172.0,Card,SP007,South,0,0,
INV00651,CUST0153,2023-12-22,2024-01-21,2024-01-21,42261,0.0,42261.0,UPI,SP003,West,0,0,
INV00652,CUST0143,2023-09-25,2023-10-25,2023-11-19,41021,0.0,41021.0,Cash,SP009,West,0,0,
INV00653,CUST0004,2023-08-16,2023-09-30,2023-10-20,6401,0.0,6401.0,Card,SP004,West,0,0,
INV00654,CUST0039,2023-04-29,2023-05-14,2023-05-11,24611,0.0,24611.0,UPI,SP004,North,0,0,
INV00655,CUST0074,2023-07-05,2023-08-19,2023-08-19,8866,0.0,8866.0,Card,SP009,West,0,0,
INV00656,CUST0168,2023-06-11,2023-07-11,2023-07-07,35116,0.0,35116.0,Card,SP002,South,0,0,
INV00657,CUST0071,2023-06-02,2023-07-02,2023-07-02,45992,0.0,45992.0,Card,SP002,West,0,0,
INV00658,CUST0085,2023-05-06,2023-06-20,2023-06-17,11155,0.0,11155.0,UPI,SP016,East,0,0,
INV00659,CUST0096,2023-05-15,2023-05-30,2023-05-30,25936,0.0,23920.63,Cash,SP010,East,0,1,Underpayment
INV00660,CUST0126,2023-02-14,2023-03-31,2023-03-31,49245,16843.12,32401.88,UPI,SP008,South,0,1,Over-discount
INV00661,CUST0077,2023-06-06,2023-07-21,2023-07-18,32233,0.0,32233.0,Cash,SP009,West,0,0,
INV00662,CUST0155,2023-08-06,2023-09-20,2023-09-20,46475,0.0,46475.0,Bank Transfer,SP015,South,1,1,Duplicate
INV00663,CUST0105,2023-05-13,2023-06-27,2023-06-24,31423,4713.45,26709.55,Cash,SP002,South,0,0,
INV00664,CUST0017,2023-10-05,2023-11-04,2023-11-11,21616,0.0,21616.0,Card,SP005,North,0,0,
INV00665,CUST0045,2023-12-28,2024-01-12,2024-01-12,16704,0.0,14758.25,UPI,SP008,North,0,1,Underpayment
INV00666,CUST0117,2023-09-24,2023-10-09,2023-10-24,46420,4642.0,41778.0,Bank Transfer,SP009,East,0,0,
INV00667,CUST0119,2023-12-17,2024-01-31,2024-01-31,13682,2052.3,11629.7,UPI,SP001,South,1,1,Duplicate
INV00668,CUST0096,2023-04-12,2023-05-12,2023-05-12,37983,0.0,37983.0,Card,SP006,West,0,0,
INV00669,CUST0151,2023-06-23,2023-08-07,2023-08-07,41081,0.0,41081.0,Cash,SP006,East,1,1,Duplicate
INV00670,CUST0192,2023-03-25,2023-05-09,2023-05-09,10939,0.0,10939.0,Cash,SP001,West,0,0,
INV00671,CUST0013,2023-08-14,2023-08-29,2023-09-03,24167,0.0,24167.0,Bank Transfer,SP008,South,0,0,
INV00672,CUST0174,2023-10-21,2023-11-05,2023-11-04,49605,4960.5,44644.5,Card,SP017,North,0,0,
INV00673,CUST0200,2023-10-29,2023-12-13,2023-12-19,6932,0.0,6932.0,Card,SP005,South,0,0,
INV00674,CUST0154,2023-04-03,2023-04-18,2023-04-18,48527,0.0,48527.0,Cash,SP020,East,0,0,
INV00675,CUST0183,2023-07-28,2023-09-11,2023-09-08,33399,8349.75,25049.25,Cash,SP014,West,0,0,
INV00676,CUST0090,2023-03-11,2023-04-10,,33328,0.0,0.0,Bank Transfer,SP015,East,0,1,Missing Payment
INV00677,CUST0174,2023-02-17,2023-04-03,2023-03-31,35527,7105.4,28421.6,Card,SP019,North,0,0,
INV00678,CUST0002,2023-05-19,2023-07-03,2023-07-26,46316,0.0,46316.0,Cash,SP018,East,0,0,
INV00679,CUST0077,2023-12-24,2024-02-07,2024-02-07,35873,0.0,33542.69,Card,SP003,East,0,1,Underpayment
INV00680,CUST0071,2023-05-05,2023-06-19,2023-06-18,33001,0.0,33001.0,Cash,SP009,East,0,0,
INV00681,CUST0049,2023-09-04,2023-09-19,2023-09-16,13711,0.0,13711.0,Bank Transfer,SP002,West,0,0,
INV00682,CUST0170,2023-04-04,2023-05-04,2023-05-04,28360,0.0,25459.58,Bank Transfer,SP001,West,0,1,Underpayment
INV00683,CUST0076,2023-08-30,2023-09-29,2023-10-04,27357,4103.55,23253.45,Card,SP013,North,0,0,
INV00684,CUST0150,2023-03-15,2023-04-29,2023-05-10,23020,0.0,23020.0,Bank Transfer,SP011,South,0,0,
INV00685,CUST0176,2023-08-04,2023-09-18,2023-09-18,23601,0.0,21278.85,Card,SP012,East,0,1,Underpayment
INV00686,CUST0044,2023-04-01,2023-05-16,2023-05-14,32413,0.0,32413.0,Bank Transfer,SP010,North,0,0,
INV00687,CUST0121,2023-12-30,2024-01-14,2024-01-14,23060,0.0,23060.0,Cash,SP018,South,1,1,Duplicate
INV00688,CUST0175,2023-09-05,2023-10-05,,24702,6175.5,0.0,UPI,SP008,East,0,1,Missing Payment
INV00689,CUST0058,2023-06-09,2023-07-24,2023-07-21,46560,0.0,46560.0,Card,SP011,East,0,0,
INV00690,CUST0067,2023-04-27,2023-06-11,,47589,4758.9,0.0,Card,SP004,West,0,1,Missing Payment
INV00691,CUST0014,2023-04-01,2023-05-16,2023-05-16,25313,0.0,24185.5,UPI,SP016,South,0,1,Underpayment
INV00692,CUST0129,2023-06-30,2023-07-15,2023-07-14,6105,0.0,6105.0,Card,SP017,East,0,0,
INV00693,CUST0106,2023-06-03,2023-06-18,2023-06-16,35099,0.0,35099.0,Bank Transfer,SP007,East,0,0,
INV00694,CUST0105,2023-02-10,2023-03-27,,25584,0.0,0.0,Bank Transfer,SP011,South,0,1,Missing Payment
INV00695,CUST0200,2023-10-05,2023-10-20,2023-10-17,48361,0.0,48361.0,Cash,SP006,East,0,0,
INV00696,CUST0163,2023-07-16,2023-07-31,2023-07-30,7871,0.0,7871.0,Card,SP009,South,0,0,
INV00697,CUST0195,2023-04-19,2023-05-04,2023-05-04,38467,0.0,38467.0,Bank Transfer,SP016,North,1,1,Duplicate
INV00698,CUST0034,2023-06-03,2023-07-18,2023-07-18,12812,0.0,11121.16,Card,SP013,West,0,1,Underpayment
INV00699,CUST0123,2023-08-30,2023-09-29,2023-09-27,40948,0.0,40948.0,UPI,SP018,South,0,0,
INV00700,CUST0188,2023-04-22,2023-05-22,2023-06-18,21998,0.0,21998.0,Cash,SP017,South,0,0,
INV00701,CUST0005,2023-11-20,2024-01-04,2024-01-02,21654,0.0,21654.0,Bank Transfer,SP008,East,0,0,
INV00702,CUST0080,2023-02-09,2023-02-24,2023-03-20,19270,0.0,19270.0,Card,SP017,East,0,0,
INV00703,CUST0043,2023-01-24,2023-02-08,2023-02-08,17265,0.0,17265.0,Cash,SP010,West,0,0,
INV00704,CUST0187,2023-06-30,2023-08-14,2023-08-14,12415,0.0,12415.0,Cash,SP014,South,1,1,Duplicate
INV00705,CUST0088,2023-12-17,2024-01-16,2024-01-16,42044,0.0,42044.0,Bank Transfer,SP006,West,0,0,
INV00706,CUST0005,2023-07-07,2023-07-22,2023-07-30,19901,0.0,19901.0,Bank Transfer,SP007,North,0,0,
INV00707,CUST0151,2023-04-13,2023-05-28,2023-05-26,24540,0.0,24540.0,UPI,SP012,North,0,0,
INV00708,CUST0097,2023-12-08,2024-01-22,2024-01-20,27318,0.0,27318.0,UPI,SP020,North,0,0,
INV00709,CUST0170,2023-08-27,2023-09-11,2023-09-10,24624,6156.0,18468.0,UPI,SP002,North,0,0,
INV00710,CUST0107,2023-01-30,2023-03-01,2023-02-27,40517,6077.55,34439.45,UPI,SP018,East,0,0,
INV00711,CUST0122,2023-07-25,2023-09-08,2023-09-08,28736,0.0,28736.0,Bank Transfer,SP001,East,1,1,Duplicate
INV00712,CUST0108,2023-08-16,2023-09-30,2023-09-30,49582,0.0,47725.82,Cash,SP020,South,0,1,Underpayment
INV00713,CUST0108,2023-08-29,2023-09-13,2023-09-13,49602,0.0,49050.32,UPI,SP010,North,0,1,Underpayment
INV00714,CUST0028,2023-06-11,2023-07-11,2023-07-10,36486,0.0,36486.0,Bank Transfer,SP009,South,0,0,
INV00715,CUST0092,2023-08-02,2023-09-16,2023-09-16,32128,0.0,32128.0,Cash,SP006,North,1,1,Duplicate
INV00716,CUST0141,2023-04-21,2023-05-21,2023-06-07,37920,0.0,37920.0,Card,SP011,South,0,0,
INV00717,CUST0001,2023-11-17,2023-12-02,2023-12-02,43078,0.0,43078.0,UPI,SP004,West,0,0,
INV00718,CUST0039,2023-03-29,2023-04-13,2023-04-13,25583,0.0,25583.0,UPI,SP004,East,0,0,
INV00719,CUST0165,2023-06-16,2023-07-01,2023-06-29,38276,5741.4,32534.6,Cash,SP009,West,0,0,
INV00720,CUST0013,2023-06-18,2023-07-03,2023-06-30,23908,0.0,23908.0,UPI,SP010,East,0,0,
INV00721,CUST0174,2023-11-04,2023-12-04,2023-12-16,40060,6009.0,34051.0,UPI,SP004,North,0,0,
INV00722,CUST0003,2023-06-24,2023-07-09,2023-07-07,31732,7933.0,23799.0,Bank Transfer,SP011,East,0,0,
INV00723,CUST0113,2023-09-28,2023-11-12,2023-11-30,24555,0.0,24555.0,UPI,SP012,East,0,0,
INV00724,CUST0047,2023-12-05,2023-12-20,2023-12-19,29618,4442.7,25175.3,Card,SP015,East,0,0,
INV00725,CUST0099,2023-10-16,2023-11-30,2023-11-28,9769,0.0,9769.0,Card,SP006,North,0,0,
INV00726,CUST0034,2023-12-05,2024-01-19,,9997,0.0,0.0,UPI,SP006,North,0,1,Missing Payment
INV00727,CUST0107,2023-12-05,2024-01-19,2024-01-15,23624,0.0,23624.0,Card,SP006,West,0,0,
INV00728,CUST0200,2023-08-28,2023-09-27,,6855,0.0,0.0,UPI,SP005,West,0,1,Missing Payment
INV00729,CUST0125,2023-03-21,2023-04-05,2023-04-05,9986,1497.9,6295.22,Card,SP002,North,0,1,Underpayment
INV00730,CUST0067,2023-05-31,2023-07-15,2023-07-20,31113,3111.3,28001.7,UPI,SP017,South,0,0,
INV00731,CUST0172,2023-11-24,2023-12-24,2023-12-24,48526,0.0,48526.0,UPI,SP014,South,1,1,Duplicate
INV00732,CUST0124,2023-04-24,2023-05-24,2023-06-13,29335,7333.75,22001.25,Card,SP005,North,0,0,
INV00733,CUST0003,2023-11-24,2024-01-08,2024-01-04,12291,0.0,12291.0,Card,SP016,South,0,0,
INV00734,CUST0020,2023-11-27,2023-12-27,2023-12-28,31500,0.0,31500.0,Bank Transfer,SP011,East,0,0,
INV00735,CUST0013,2023-01-05,2023-02-19,2023-03-15,15808,790.4,15017.6,Card,SP013,South,0,0,
INV00736,CUST0021,2023-02-28,2023-03-30,2023-03-28,24488,0.0,24488.0,Card,SP003,West,0,0,
INV00737,CUST0115,2023-08-02,2023-09-01,2023-09-01,31049,0.0,31049.0,Card,SP001,North,0,0,
INV00738,CUST0104,2023-05-21,2023-06-20,2023-06-18,8765,0.0,8765.0,UPI,SP003,East,0,0,
INV00739,CUST0131,2023-05-08,2023-06-22,,43709,0.0,0.0,Card,SP011,East,0,1,Missing Payment
INV00740,CUST0014,2023-10-07,2023-10-22,,20166,0.0,0.0,Cash,SP018,West,0,1,Missing Payment
INV00741,CUST0184,2023-08-06,2023-09-20,2023-09-19,43556,4355.6,39200.4,Card,SP004,North,0,0,
INV00742,CUST0195,2023-11-21,2024-01-05,2024-01-02,30917,0.0,30917.0,UPI,SP011,East,0,0,
INV00743,CUST0163,2023-08-07,2023-09-06,2023-09-05,27192,0.0,27192.0,Cash,SP004,North,0,0,
INV00744,CUST0043,2023-04-08,2023-05-08,2023-06-01,37088,0.0,37088.0,Card,SP004,East,0,0,
INV00745,CUST0157,2023-03-15,2023-03-30,2023-04-06,27693,1384.65,26308.35,UPI,SP013,South,0,0,
INV00746,CUST0118,2023-08-07,2023-08-22,2023-08-22,34340,8585.0,25755.0,Cash,SP004,West,0,0,
INV00747,CUST0012,2023-05-28,2023-07-12,2023-08-02,34267,0.0,34267.0,UPI,SP015,West,0,0,
INV00748,CUST0169,2023-10-17,2023-12-01,2023-12-10,21194,0.0,21194.0,Bank Transfer,SP016,North,0,0,
INV00749,CUST0136,2023-12-18,2024-02-01,2024-01-30,34231,0.0,34231.0,Card,SP019,West,0,0,
INV00750,CUST0131,2023-09-15,2023-09-30,2023-09-30,34084,0.0,34084.0,Bank Transfer,SP005,North,0,0,
INV00751,CUST0100,2023-09-23,2023-11-07,2023-11-07,20438,0.0,20438.0,Cash,SP017,West,1,1,Duplicate
INV00752,CUST0108,2023-09-05,2023-10-20,2023-10-16,6813,0.0,6813.0,Bank Transfer,SP009,West,0,0,
INV00753,CUST0088,2023-10-11,2023-11-10,2023-11-07,42164,0.0,42164.0,Bank Transfer,SP005,West,0,0,
INV00754,CUST0155,2023-03-24,2023-05-08,2023-05-22,6920,0.0,6920.0,Cash,SP018,East,0,0,
INV00755,CUST0183,2023-04-16,2023-05-31,2023-06-10,29351,0.0,29351.0,Bank Transfer,SP007,South,0,0,
INV00756,CUST0160,2023-10-10,2023-11-24,2023-11-24,23485,5092.96,18392.04,Cash,SP005,South,0,1,Over-discount
INV00757,CUST0129,2023-09-28,2023-11-12,2023-12-08,34315,0.0,34315.0,Cash,SP004,East,0,0,
INV00758,CUST0144,2023-09-05,2023-10-05,2023-10-15,5859,0.0,5859.0,Card,SP018,East,0,0,
INV00759,CUST0109,2023-07-31,2023-08-15,2023-08-15,33327,0.0,32701.95,UPI,SP001,West,0,1,Underpayment
INV00760,CUST0038,2023-02-16,2023-03-03,2023-02-27,42887,0.0,42887.0,UPI,SP007,East,0,0,
INV00761,CUST0193,2023-10-26,2023-11-10,2023-11-09,10039,1003.9,9035.1,Cash,SP005,North,0,0,
INV00762,CUST0177,2023-11-14,2023-12-14,2023-12-13,22568,0.0,22568.0,UPI,SP012,West,0,0,
INV00763,CUST0027,2023-12-04,2024-01-18,2024-01-14,31149,0.0,31149.0,Bank Transfer,SP018,West,0,0,
INV00764,CUST0061,2023-06-23,2023-08-07,2023-08-31,15626,0.0,15626.0,Cash,SP002,West,0,0,
INV00765,CUST0100,2023-04-01,2023-05-01,2023-05-01,49781,0.0,48212.26,Cash,SP018,North,0,1,Underpayment
INV00766,CUST0004,2023-04-17,2023-06-01,2023-06-01,13024,4988.86,8035.14,Bank Transfer,SP020,West,0,1,Over-discount
INV00767,CUST0058,2023-02-06,2023-03-23,2023-03-23,26128,0.0,24599.65,Cash,SP019,South,0,1,Underpayment
INV00768,CUST0199,2023-02-27,2023-04-13,2023-04-13,9458,0.0,7709.42,Cash,SP015,South,0,1,Underpayment
INV00769,CUST0175,2023-04-24,2023-05-09,2023-05-08,43506,2175.3,41330.7,Bank Transfer,SP017,North,0,0,
INV00770,CUST0097,2023-03-04,2023-03-19,2023-04-01,45597,0.0,45597.0,Cash,SP018,East,0,0,
INV00771,CUST0034,2023-09-17,2023-10-02,2023-09-29,36957,0.0,36957.0,Cash,SP001,East,0,0,
INV00772,CUST0120,2023-07-26,2023-09-09,2023-09-08,12296,0.0,12296.0,UPI,SP005,East,0,0,
INV00773,CUST0153,2023-05-01,2023-05-16,2023-05-12,6637,0.0,6637.0,Cash,SP016,East,0,0,
INV00774,CUST0019,2023-07-21,2023-09-04,2023-09-19,23452,0.0,23452.0,Bank Transfer,SP006,North,0,0,
INV00775,CUST0130,2023-03-25,2023-04-09,2023-04-06,20954,0.0,20954.0,Card,SP003,East,0,0,
INV00776,CUST0057,2023-05-20,2023-06-04,2023-06-29,16707,0.0,16707.0,Cash,SP011,East,0,0,
INV00777,CUST0076,2023-10-04,2023-10-19,2023-10-19,37828,0.0,35354.77,Card,SP018,North,0,1,Underpayment
INV00778,CUST0030,2023-11-07,2023-12-22,2023-12-22,7591,759.1,4751.36,Card,SP008,South,0,1,Underpayment
INV00779,CUST0011,2023-06-26,2023-08-10,2023-08-10,20721,0.0,20721.0,Card,SP004,West,0,0,
INV00780,CUST0066,2023-08-01,2023-09-15,2023-09-18,44740,0.0,44740.0,Cash,SP001,East,0,0,
INV00781,CUST0132,2023-02-08,2023-03-25,2023-03-25,5661,0.0,2950.06,Card,SP002,East,0,1,Underpayment
INV00782,CUST0167,2023-03-17,2023-04-01,2023-04-01,29527,0.0,29527.0,UPI,SP004,South,0,0,
INV00783,CUST0198,2023-10-12,2023-11-26,2023-11-23,32886,0.0,32886.0,UPI,SP003,South,0,0,
INV00784,CUST0172,2023-04-22,2023-06-06,2023-06-06,10520,3223.09,7296.91,Card,SP004,South,0,1,Over-discount
INV00785,CUST0138,2023-04-18,2023-06-02,2023-06-02,49049,0.0,49049.0,Card,SP003,South,0,0,
INV00786,CUST0007,2023-05-06,2023-06-05,2023-06-05,35954,8064.45,27889.55,Cash,SP002,North,0,1,Over-discount
INV00787,CUST0019,2023-04-25,2023-05-10,2023-05-08,48939,0.0,48939.0,Cash,SP018,North,0,0,
INV00788,CUST0148,2023-07-25,2023-08-09,2023-08-06,40062,0.0,40062.0,Card,SP013,West,0,0,
INV00789,CUST0162,2023-06-01,2023-07-01,2023-07-01,48370,0.0,48370.0,Cash,SP001,West,0,0,
INV00790,CUST0173,2023-01-19,2023-02-03,2023-02-04,40010,0.0,40010.0,UPI,SP020,North,0,0,
INV00791,CUST0194,2023-12-20,2024-02-03,2024-03-03,10618,0.0,10618.0,UPI,SP003,East,0,0,
INV00792,CUST0129,2023-08-27,2023-09-11,2023-09-07,37972,0.0,37972.0,Cash,SP020,North,0,0,
INV00793,CUST0073,2023-10-22,2023-11-21,2023-11-17,24071,3610.65,20460.35,Card,SP001,West,0,0,
INV00794,CUST0041,2023-11-21,2024-01-05,2024-01-01,20810,0.0,20810.0,Bank Transfer,SP013,East,0,0,
INV00795,CUST0163,2023-07-12,2023-07-27,2023-07-23,41413,0.0,41413.0,Cash,SP001,South,0,0,
INV00796,CUST0032,2023-07-26,2023-08-10,2023-08-26,41468,0.0,41468.0,Card,SP018,North,0,0,
INV00797,CUST0079,2023-01-25,2023-02-09,2023-02-09,41661,0.0,41661.0,Cash,SP007,West,0,0,
INV00798,CUST0166,2023-04-03,2023-05-18,2023-05-15,38272,1913.6,36358.4,Bank Transfer,SP006,South,0,0,
INV00799,CUST0158,2023-04-28,2023-05-28,2023-05-26,41584,0.0,41584.0,UPI,SP006,North,0,0,
INV00800,CUST0193,2023-09-28,2023-11-12,2023-11-12,9994,0.0,9994.0,UPI,SP010,North,0,0,
INV00801,CUST0065,2023-08-20,2023-09-04,2023-09-01,28185,1409.25,26775.75,Card,SP011,East,0,0,
INV00802,CUST0033,2023-08-27,2023-10-11,2023-10-11,43759,10939.75,32819.25,Bank Transfer,SP004,East,0,0,
INV00803,CUST0159,2023-02-18,2023-03-05,2023-03-02,42548,0.0,42548.0,Cash,SP016,West,0,0,
INV00804,CUST0085,2023-08-09,2023-09-23,2023-09-21,38402,0.0,38402.0,Cash,SP019,South,0,0,
INV00805,CUST0145,2023-07-01,2023-08-15,2023-08-12,13397,0.0,13397.0,Cash,SP014,South,0,0,
INV00806,CUST0002,2023-03-01,2023-03-31,2023-03-29,27387,0.0,27387.0,Bank Transfer,SP014,East,0,0,
INV00807,CUST0093,2023-08-23,2023-09-07,2023-09-04,38665,0.0,38665.0,Cash,SP016,West,0,0,
INV00808,CUST0115,2023-06-08,2023-07-08,2023-07-08,28675,0.0,28675.0,Card,SP018,North,0,0,
INV00809,CUST0045,2023-05-16,2023-06-30,2023-06-29,21633,0.0,21633.0,UPI,SP009,South,0,0,
INV00810,CUST0138,2023-07-28,2023-08-12,2023-09-10,49386,0.0,49386.0,UPI,SP003,North,0,0,
INV00811,CUST0130,2023-02-28,2023-04-14,2023-04-10,26062,0.0,26062.0,Card,SP019,South,0,0,
INV00812,CUST0010,2023-08-03,2023-09-17,2023-09-21,22374,0.0,22374.0,Card,SP005,East,0,0,
INV00813,CUST0101,2023-09-02,2023-09-17,2023-09-13,31069,0.0,31069.0,Cash,SP005,West,0,0,
INV00814,CUST0129,2023-09-26,2023-11-10,2023-11-08,44178,0.0,44178.0,Card,SP012,North,0,0,
INV00815,CUST0170,2023-11-09,2023-11-24,2023-11-21,45172,0.0,45172.0,Bank Transfer,SP017,South,0,0,
INV00816,CUST0115,2023-05-18,2023-06-02,2023-06-28,48307,0.0,48307.0,Bank Transfer,SP016,East,0,0,
INV00817,CUST0011,2023-01-02,2023-01-17,2023-01-17,11539,0.0,11539.0,Bank Transfer,SP003,East,0,0,
INV00818,CUST0095,2023-03-03,2023-03-18,2023-03-21,33453,0.0,33453.0,Bank Transfer,SP017,East,0,0,
INV00819,CUST0100,2023-08-10,2023-09-09,2023-09-06,27588,0.0,27588.0,UPI,SP002,East,0,0,
INV00820,CUST0027,2023-04-20,2023-06-04,2023-05-31,5922,0.0,5922.0,Cash,SP009,South,0,0,
INV00821,CUST0097,2023-07-26,2023-09-09,,48395,0.0,0.0,Cash,SP019,North,0,1,Missing Payment
INV00822,CUST0133,2023-12-06,2024-01-05,2024-01-05,25324,0.0,25324.0,Bank Transfer,SP017,West,0,0,
INV00823,CUST0091,2023-06-14,2023-07-14,2023-07-12,44486,0.0,44486.0,Card,SP020,North,0,0,
INV00824,CUST0129,2023-03-20,2023-04-04,2023-04-04,47500,16945.84,30554.16,Bank Transfer,SP008,North,0,1,Over-discount
INV00825,CUST0132,2023-08-05,2023-09-19,2023-09-15,7103,0.0,7103.0,Bank Transfer,SP005,South,0,0,
INV00826,CUST0041,2023-04-14,2023-05-14,2023-05-14,41940,8388.0,32429.48,UPI,SP008,West,0,1,Underpayment
INV00827,CUST0085,2023-07-01,2023-08-15,2023-08-12,26372,0.0,26372.0,Card,SP016,West,0,0,
INV00828,CUST0054,2023-05-20,2023-07-04,2023-07-04,46258,2312.9,41759.45,Card,SP001,South,0,1,Underpayment
INV00829,CUST0012,2023-12-31,2024-01-15,2024-01-11,28386,0.0,28386.0,Bank Transfer,SP005,North,0,0,
INV00830,CUST0147,2023-09-26,2023-10-11,2023-10-09,40618,0.0,40618.0,Bank Transfer,SP009,South,0,0,
INV00831,CUST0133,2023-10-31,2023-11-30,2023-11-29,11644,0.0,11644.0,UPI,SP010,North,0,0,
INV00832,CUST0056,2023-12-22,2024-01-21,2024-01-19,35926,0.0,35926.0,Card,SP016,South,0,0,
INV00833,CUST0057,2023-07-27,2023-08-26,2023-09-20,26188,5237.6,20950.4,Bank Transfer,SP019,South,0,0,
INV00834,CUST0160,2023-03-09,2023-04-23,2023-04-25,14788,0.0,14788.0,Cash,SP006,East,0,0,
INV00835,CUST0117,2023-03-15,2023-04-29,2023-04-27,38340,0.0,38340.0,UPI,SP008,West,0,0,
INV00836,CUST0099,2023-12-09,2023-12-24,2023-12-21,27423,0.0,27423.0,UPI,SP007,West,0,0,
INV00837,CUST0039,2023-07-16,2023-08-30,,8262,0.0,0.0,Bank Transfer,SP016,North,0,1,Missing Payment
INV00838,CUST0137,2023-09-25,2023-11-09,2023-11-09,35257,0.0,32969.25,UPI,SP016,South,0,1,Underpayment
INV00839,CUST0155,2023-01-14,2023-02-28,2023-02-28,19026,0.0,17619.92,Card,SP017,West,0,1,Underpayment
INV00840,CUST0095,2023-07-01,2023-07-16,2023-07-12,12031,3007.75,9023.25,Card,SP008,West,0,0,
INV00841,CUST0197,2023-12-09,2024-01-08,2024-01-18,5570,0.0,5570.0,UPI,SP014,South,0,0,
INV00842,CUST0066,2023-12-05,2024-01-04,2024-01-19,34504,0.0,34504.0,UPI,SP010,West,0,0,
INV00843,CUST0066,2023-04-14,2023-04-29,2023-04-28,14941,0.0,14941.0,UPI,SP019,North,0,0,
INV00844,CUST0134,2023-04-22,2023-05-07,2023-05-19,17192,0.0,17192.0,Bank Transfer,SP011,West,0,0,
INV00845,CUST0093,2023-10-23,2023-11-07,2023-11-07,6141,0.0,6141.0,Card,SP019,East,1,1,Duplicate
INV00846,CUST0067,2023-06-05,2023-07-20,2023-07-20,8255,2616.01,5638.99,Cash,SP020,East,0,1,Over-discount
INV00847,CUST0175,2023-08-18,2023-09-17,2023-09-25,28989,0.0,28989.0,Card,SP018,West,0,0,
INV00848,CUST0046,2023-10-26,2023-11-25,2023-11-24,16413,0.0,16413.0,Card,SP009,East,0,0,
INV00849,CUST0148,2023-07-28,2023-08-27,2023-08-25,26119,0.0,26119.0,Card,SP005,North,0,0,
INV00850,CUST0192,2023-01-07,2023-01-22,2023-01-22,22359,5351.2,17007.8,Bank Transfer,SP004,South,0,1,Over-discount
INV00851,CUST0131,2023-06-30,2023-07-30,2023-07-30,45150,0.0,42156.91,UPI,SP006,West,0,1,Underpayment
INV00852,CUST0163,2023-07-31,2023-08-15,2023-09-07,47788,0.0,47788.0,Bank Transfer,SP016,West,0,0,
INV00853,CUST0023,2023-11-09,2023-11-24,2023-11-21,38998,3899.8,35098.2,Bank Transfer,SP012,North,0,0,
INV00854,CUST0156,2023-08-19,2023-09-03,2023-09-13,10750,0.0,10750.0,Card,SP013,East,0,0,
INV00855,CUST0183,2023-12-16,2024-01-30,2024-01-29,30500,0.0,30500.0,Bank Transfer,SP016,West,0,0,
INV00856,CUST0003,2023-03-12,2023-03-27,2023-03-26,40179,0.0,40179.0,Cash,SP007,North,0,0,
INV00857,CUST0154,2023-12-24,2024-02-07,2024-02-03,7775,0.0,7775.0,Bank Transfer,SP020,South,0,0,
INV00858,CUST0173,2023-03-25,2023-04-09,2023-04-06,41738,4173.8,37564.2,Bank Transfer,SP001,South,0,0,
INV00859,CUST0023,2023-02-25,2023-03-27,2023-03-23,39710,0.0,39710.0,Cash,SP013,West,0,0,
INV00860,CUST0151,2023-12-16,2023-12-31,2023-12-28,47043,9408.6,37634.4,UPI,SP003,North,0,0,
INV00861,CUST0141,2023-05-05,2023-06-04,2023-06-01,22420,0.0,22420.0,Cash,SP012,East,0,0,
INV00862,CUST0058,2023-08-11,2023-09-25,2023-09-25,43225,9984.33,33240.67,Card,SP013,North,0,1,Over-discount
INV00863,CUST0067,2023-10-05,2023-10-20,2023-11-03,49673,7450.95,42222.05,UPI,SP018,North,0,0,
INV00864,CUST0129,2023-04-06,2023-05-06,2023-05-14,28741,0.0,28741.0,UPI,SP017,East,0,0,
INV00865,CUST0138,2023-05-08,2023-06-22,2023-06-19,27765,0.0,27765.0,Card,SP013,West,0,0,
INV00866,CUST0198,2023-12-09,2023-12-24,2023-12-24,24520,0.0,24520.0,Card,SP015,North,0,0,
